date,symbol,open,high,low,close,volume,name,returns
2022-12-11,XRP-USD,0.3867120146751404,0.3885340094566345,0.3805539906024933,0.3817490041255951,366643114.0,Ripple,
2022-12-12,XRP-USD,0.3817310035228729,0.3887520134449005,0.3726949989795685,0.3873940110206604,881038173.0,Ripple,0.014787221011866913
2022-12-13,XRP-USD,0.3873859941959381,0.3960849940776825,0.3792699873447418,0.3951019942760467,1137292765.0,Ripple,0.019897011920959162
2022-12-14,XRP-USD,0.3951010107994079,0.3952530026435852,0.3808630108833313,0.3864139914512634,893235466.0,Ripple,-0.021989265938033187
2022-12-15,XRP-USD,0.3863869905471802,0.3866609930992126,0.3753750026226043,0.3782370090484619,739736057.0,Ripple,-0.021161196498323043
2022-12-16,XRP-USD,0.3782140016555786,0.3796299993991852,0.3481259942054748,0.3519879877567291,1061370203.0,Ripple,-0.06939834194905448
2022-12-17,XRP-USD,0.3519150018692016,0.3564180135726928,0.3488390147686004,0.3548099994659424,590468250.0,Ripple,0.00801735231704459
2022-12-18,XRP-USD,0.3548130095005035,0.3549599945545196,0.3485920131206512,0.350270003080368,313888826.0,Ripple,-0.012795570565677261
2022-12-19,XRP-USD,0.350284993648529,0.3525530099868774,0.3343069851398468,0.3388699889183044,986711247.0,Ripple,-0.03254636155482582
2022-12-20,XRP-USD,0.3389039933681488,0.3528220057487488,0.3372589945793152,0.3493730127811432,932296715.0,Ripple,0.030994257993648633
2022-12-21,XRP-USD,0.3493320047855377,0.350151002407074,0.3397360146045685,0.3460200130939483,743732204.0,Ripple,-0.009597191438754038
2022-12-22,XRP-USD,0.3459709882736206,0.3497900068759918,0.3423739969730377,0.3495999872684479,685101342.0,Ripple,0.01034614773431497
2022-12-23,XRP-USD,0.3495909869670868,0.3545460104942322,0.3477030098438263,0.3542729914188385,577979156.0,Ripple,0.013366717164100983
2022-12-24,XRP-USD,0.3542779982089996,0.3543019890785217,0.3514989912509918,0.3521789908409118,225391032.0,Ripple,-0.005910697763158224
2022-12-25,XRP-USD,0.3521879911422729,0.3521879911422729,0.3447229862213135,0.3463920056819916,323700210.0,Ripple,-0.01643194315794483
2022-12-26,XRP-USD,0.3463830053806305,0.3691030144691467,0.3459689915180206,0.3657230138778686,797909103.0,Ripple,0.055806738835722625
2022-12-27,XRP-USD,0.3657279908657074,0.3722699880599975,0.3594410121440887,0.3681260049343109,905248563.0,Ripple,0.006570521857409695
2022-12-28,XRP-USD,0.3681220114231109,0.3685429990291595,0.3561359941959381,0.3565309941768646,839617676.0,Ripple,-0.03149739654908468
2022-12-29,XRP-USD,0.3565239906311035,0.3572250008583069,0.3389109969139099,0.342846006155014,898022518.0,Ripple,-0.038383726086551495
2022-12-30,XRP-USD,0.3428309857845306,0.345313012599945,0.335332989692688,0.3450169861316681,672119602.0,Ripple,0.0063322306157258534
2022-12-31,XRP-USD,0.3450320065021515,0.3450999855995178,0.3398680090904236,0.3399290144443512,337167278.0,Ripple,-0.0147470179493574
2023-01-01,XRP-USD,0.3399229943752289,0.3399229943752289,0.3363319933414459,0.3387629985809326,290828851.0,Ripple,-0.0034301745772556957
2023-01-02,XRP-USD,0.3387739956378937,0.354104995727539,0.3216280043125152,0.3485560119152069,1325787126.0,Ripple,0.02890815518606482
2023-01-03,XRP-USD,0.3485440015792846,0.35104900598526,0.3420099914073944,0.3438239991664886,811872325.0,Ripple,-0.013576046853179702
2023-01-04,XRP-USD,0.3438310027122497,0.3508799970149994,0.3428390026092529,0.3477939963340759,803671745.0,Ripple,0.011546597029909345
2023-01-05,XRP-USD,0.3477930128574371,0.3483389914035797,0.3375169932842254,0.3380390107631683,669029812.0,Ripple,-0.028048171255772414
2023-01-06,XRP-USD,0.3380410075187683,0.3454689979553222,0.3328309953212738,0.3446449935436249,741263420.0,Ripple,0.019542072276045097
2023-01-07,XRP-USD,0.3446379899978637,0.3455219864845276,0.3420090079307556,0.3442679941654205,334559534.0,Ripple,-0.001093877425370704
2023-01-08,XRP-USD,0.3442659974098205,0.3455229997634887,0.3392300009727478,0.3453580141067505,515669684.0,Ripple,0.003166195986276543
2023-01-09,XRP-USD,0.345346987247467,0.3566089868545532,0.3442899882793426,0.3493399918079376,1420062936.0,Ripple,0.01152999941665267
2023-01-10,XRP-USD,0.3493250012397766,0.3538109958171844,0.3453080058097839,0.3512409925460815,815342810.0,Ripple,0.005441692284658295
2023-01-11,XRP-USD,0.3512539863586426,0.3760260045528412,0.348715990781784,0.3741579949855804,1498360174.0,Ripple,0.0652458082223768
2023-01-12,XRP-USD,0.3738270103931427,0.3783220052719116,0.3658689856529236,0.3751969933509826,1226464922.0,Ripple,0.0027768974051785023
2023-01-13,XRP-USD,0.3751859962940216,0.3864459991455078,0.3706400096416473,0.3858039975166321,990539135.0,Ripple,0.028270493510397232
2023-01-14,XRP-USD,0.3858070075511932,0.4078899919986725,0.3858070075511932,0.3954429924488067,1601102466.0,Ripple,0.024984175887807103
2023-01-15,XRP-USD,0.3954690098762512,0.3961899876594543,0.3810519874095917,0.3848809897899627,829206058.0,Ripple,-0.026709292769200643
2023-01-16,XRP-USD,0.384878009557724,0.4050439894199371,0.3808639943599701,0.3865759968757629,1454332113.0,Ripple,0.004403977153366823
2023-01-17,XRP-USD,0.3865970075130462,0.3975349962711334,0.3801760077476501,0.3877109885215759,1025137174.0,Ripple,0.002936011689773421
2023-01-18,XRP-USD,0.387690007686615,0.3952090144157409,0.3713209927082062,0.3794519901275635,1484076132.0,Ripple,-0.021301945620643248
2023-01-19,XRP-USD,0.3794189989566803,0.3952090144157409,0.3776180148124695,0.3937849998474121,1108881766.0,Ripple,0.03777292013946276
2023-01-20,XRP-USD,0.3937540054321289,0.4134199917316437,0.387017011642456,0.413343995809555,1053958522.0,Ripple,0.04966922551575559
2023-01-21,XRP-USD,0.413358986377716,0.4158810079097748,0.4033029973506927,0.403533011674881,1037235129.0,Ripple,-0.023735639646727424
2023-01-22,XRP-USD,0.4035730063915252,0.4110989868640899,0.3979029953479767,0.400967001914978,780764704.0,Ripple,-0.006358859586859111
2023-01-23,XRP-USD,0.4009599983692169,0.4311169981956482,0.4004330039024353,0.4249430000782013,1980513812.0,Ripple,0.059795439646445514
2023-01-24,XRP-USD,0.4247770011425018,0.429544985294342,0.4056510031223297,0.407707005739212,1265360172.0,Ripple,-0.04056072069858174
2023-01-25,XRP-USD,0.4077450037002563,0.4234749972820282,0.3995440006256103,0.4176929891109466,1104907019.0,Ripple,0.024493038459393324
2023-01-26,XRP-USD,0.4175739884376526,0.4177640080451965,0.4077349901199341,0.4101029932498932,892174687.0,Ripple,-0.018171231164805013
2023-01-27,XRP-USD,0.410097986459732,0.4132309854030609,0.4008980095386505,0.4127910137176513,813986938.0,Ripple,0.006554500971711175
