,open,high,low,close,volume
open,1.0,0.9901795662341744,0.9815872205322024,0.9773553752629651,0.6256609187419476
high,0.9901795662341744,1.0,0.9779452908042754,0.9890038253684287,0.6869867137495755
low,0.9815872205322024,0.9779452908042754,1.0,0.9878846560933218,0.556533244651136
close,0.9773553752629651,0.9890038253684287,0.9878846560933218,1.0,0.6358881192017944
volume,0.6256609187419476,0.6869867137495755,0.556533244651136,0.6358881192017944,1.0
