,open,high,low,close,volume
open,1.0,0.9892567600692649,0.9933352816210554,0.9843451098508434,0.6459998312405437
high,0.9892567600692649,1.0,0.9843527907550546,0.9927183005200069,0.7267269394374097
low,0.9933352816210554,0.9843527907550546,1.0,0.989549992820778,0.6134259030999601
close,0.9843451098508434,0.9927183005200069,0.989549992820778,1.0,0.6766639538502076
volume,0.6459998312405437,0.7267269394374097,0.6134259030999601,0.6766639538502076,1.0
