date,symbol,returns
2022-12-11,EOS-USD,0.0
2022-12-12,EOS-USD,-0.0225370344061121
2022-12-13,EOS-USD,0.0179145760322529
2022-12-14,EOS-USD,-0.020515634081856
2022-12-15,EOS-USD,-0.0239350774325698
2022-12-16,EOS-USD,-0.0851990405433856
2022-12-17,EOS-USD,0.0199615635762977
2022-12-18,EOS-USD,-0.0068451065695517
2022-12-19,EOS-USD,-0.0440745491472926
2022-12-20,EOS-USD,0.0533498035207669
2022-12-21,EOS-USD,-0.0031310606962449
2022-12-22,EOS-USD,-0.0014674425901096
2022-12-23,EOS-USD,-0.0010703516557611
2022-12-24,EOS-USD,-0.0059511844325434
2022-12-25,EOS-USD,-0.0031200725252521
2022-12-26,EOS-USD,0.011325263272558
2022-12-27,EOS-USD,0.0092393073265981
2022-12-28,EOS-USD,-0.027646082188649
2022-12-29,EOS-USD,-0.0062694442515154
2022-12-30,EOS-USD,-0.0031111518760766
2022-12-31,EOS-USD,-0.0006872236021416
2023-01-01,EOS-USD,0.0187137143309004
2023-01-02,EOS-USD,0.0040139428484886
2023-01-03,EOS-USD,-0.0018821338193766
2023-01-04,EOS-USD,0.0305675634776056
2023-01-05,EOS-USD,-0.0174003818366939
2023-01-06,EOS-USD,0.0041416044800819
2023-01-07,EOS-USD,-0.0058740533445147
2023-01-08,EOS-USD,0.0219987589691403
2023-01-09,EOS-USD,0.0305736253646049
2023-01-10,EOS-USD,0.0103899367901418
2023-01-11,EOS-USD,0.032643492607105
2023-01-12,EOS-USD,0.0126199101134334
2023-01-13,EOS-USD,0.0204525186258117
2023-01-14,EOS-USD,0.041181854238103
2023-01-15,EOS-USD,0.0096738740024904
2023-01-16,EOS-USD,-0.0250986717814808
2023-01-17,EOS-USD,-0.0118421373723849
2023-01-18,EOS-USD,-0.0629582201749323
2023-01-19,EOS-USD,0.0223238024816807
2023-01-20,EOS-USD,0.0674409186301581
2023-01-21,EOS-USD,-0.0166457210582651
2023-01-22,EOS-USD,0.0518282133196852
2023-01-23,EOS-USD,0.0124606244729232
2023-01-24,EOS-USD,-0.0543393245378016
2023-01-25,EOS-USD,0.0535738791808237
2023-01-26,EOS-USD,-0.0027513129305919
2023-01-27,EOS-USD,0.020537786380351
2023-01-28,EOS-USD,-0.0163096576685172
2023-01-29,EOS-USD,0.0198918996734742
2023-01-30,EOS-USD,-0.060499458170715
2023-01-31,EOS-USD,0.0152363723445472
2023-02-01,EOS-USD,0.0135877141834372
2023-02-02,EOS-USD,-0.0094268875343601
2023-02-03,EOS-USD,0.0258026155350992
2023-02-04,EOS-USD,0.0115746493257011
2023-02-05,EOS-USD,-0.0227706796468576
2023-02-06,EOS-USD,-0.021290369325677
2023-02-07,EOS-USD,0.0502098574791787
2023-02-08,EOS-USD,-0.026027353087472
2023-02-09,EOS-USD,-0.0362606910324346
2023-02-10,EOS-USD,0.0076189528356731
2023-02-11,EOS-USD,0.0046996179457874
2023-02-12,EOS-USD,-0.0157207132606793
2023-02-13,EOS-USD,-0.0101424443600163
2023-02-14,EOS-USD,0.0169740249085663
2023-02-15,EOS-USD,0.0490701892800116
2023-02-16,EOS-USD,-0.0484562710919523
2023-02-17,EOS-USD,0.141623721857149
2023-02-18,EOS-USD,0.0369857365077908
2023-02-19,EOS-USD,-0.0075944850393611
2023-02-20,EOS-USD,0.0338071605844492
2023-02-21,EOS-USD,-0.0394922767449293
2023-02-22,EOS-USD,-0.0086689933925633
2023-02-23,EOS-USD,-0.0254363777141047
2023-02-24,EOS-USD,-0.0513224284529029
2023-02-25,EOS-USD,-0.0088977491733814
2023-02-26,EOS-USD,0.0146212523743656
2023-02-27,EOS-USD,0.0006848184547336
2023-02-28,EOS-USD,0.020142342639537
2023-03-01,EOS-USD,0.0533129977477095
2023-03-02,EOS-USD,0.0245592490848991
2023-03-03,EOS-USD,0.0725808996933485
2023-03-04,EOS-USD,-0.0789753332225066
